plugin,baseid,name,description
Morrowind.esm,key_dawnvault,Tower of Dawn Vault Key,"A brass key fashioned with a temple motif, featuring a broad bow and a simple two-toothed bit."
Morrowind.esm,third barrier belt,Third Barrier Belt,An extravagant belt fitted with an ornate metal buckle and constructed from layered leather panels decorated with intricate stamped patterns.
Bloodmoon.esm,BM_Wool01_shirt,Common Shirt,"A plain wool shirt with a simple cut, dyed a muted green and stitched with coarse thread."
Morrowind.esm,writ_saren,Honorable Writ of Execution,"A tightly rolled paper scroll secured with a cord, bearing official text across its pale surface."
Morrowind.esm,sc_frostguard,Scroll of Frostguard,A tightly wound parchment scroll secured with a frost-white wax seal features faded ink lettering across its yellowed surface.
Bloodmoon.esm,ingred_holly_01,Holly Berries,A small cluster of round red berries attached to a few stiff green leaves.
Morrowind.esm,BookSkill_Armorer5,"36 Lessons of Vivec, Sermon 29","A tall, octavo-bound book featuring a worn leather cover and aged pages housing the twenty-ninth sermon."
Morrowind.esm,bookskill_restoration3,The Four Suitors of Benitah,A thick octavo book with a worn leather binding and a faded title stamped across the spine.
Morrowind.esm,fiend battle axe,Fiend Battle Axe,"A heavy steel two-handed axe secured to a sturdy wooden haft with iron rivets along the wide, curved blade."
Morrowind.esm,dagoth dagger,Dagoth Dagger,"A short chitin blade extends from a segmented, organic hilt of lacquered insect resin on this one-handed dagger."
Morrowind.esm,ingred_daedra_skin_01,Daedra Skin,"A rough, leathery patch of mottled skin with a faintly translucent, reddish hue and a slick, rubbery texture."
Morrowind.esm,iron dagger_telasero_unique,Iron Dagger,A short-bladed iron dagger featuring a tapered double-edged blade and a simple crossguard fitted to a plain hilt.
Morrowind.esm,bk_notetomalsa,Note to Malsa Ules,"A rolled parchment scroll of yellowed, fibrous material, secured with a simple tie and bearing inked script addressed to Malsa Ules."
Morrowind.esm,common_ring_01_fg_corp01,Common Ring,"A simple unadorned metal band of modest craftsmanship, bearing no engraving or decorative detail."
Bloodmoon.esm,daedric dagger,Daedric Dagger,A jagged one-handed dagger forged from dark ebony with sharp crimson edges and sweeping Daedric curves.
Tribunal.esm,fur_pauldron_left,Nordic Fur Left Pauldron,A left shoulder guard of thick brown fur stretched over a curved leather frame and secured by rough hide straps.
Morrowind.esm,common_amulet_02,Common Amulet,"A simple circular metal pendant suspended from a thin cord, bearing a small unadorned central disc."
Morrowind.esm,bk_guide_to_balmora,Guide to Balmora,"An open parchment scroll bears a guide to Balmora written in dark ink across its aged, curling surface."
Morrowind.esm,p_poison_resistance_e,Exclusive Poison Resistance,"A tall, slender-sided glass vial with a bulbous neck stopper, containing a distinctive liquid."
Morrowind.esm,pick_journeyman_01,Journeyman's Lockpick,"A slender metal lockpick with a bent working tip and a wrapped grip, showing moderate wear."
Morrowind.esm,BookSkill_Alchemy3,Song of the Alchemists,A bound octavo book with a text-block of pages secured between sturdy covers suited for alchemical study.
Morrowind.esm,ingred_crab_meat_01,Crab Meat,"A reddish chunk of raw crustacean flesh torn from a mudcrab, bearing a few remnants of shell."
Tribunal.esm,netch_leather_cuirass,Netch Leather Cuirass,"A flexible cuirass of boiled netch leather with broad shoulder flaps and a smooth, mottled brown surface."
Morrowind.esm,p_water_breathing_s,Potion of Water Breathing,"A clear, fresh liquid fills this small glass flask, sealed with a smooth stopper and colored a pale blue-green."
Morrowind.esm,nordic broadsword,Nordic Broadsword,A wide steel blade with a shallow fuller is mounted on a cross-guarded hilt wrapped in dark leather.
Morrowind.esm,bk_poisonsong7,Poison Song VII,"A quarto-sized book bound in worn leather covers, its thick pages secured with a simple stitched spine."
Morrowind.esm,light_com_lantern_02_128_Off,Travel Lantern,"A portable oil lantern of riveted brass construction, featuring a cylindrical glass chimney and a sturdy carrying handle."
Morrowind.esm,Light_De_Lantern_06A,Glass Lantern,A translucent green glass lantern with a slender metal frame and a small hooded oil reservoir.
Morrowind.esm,bonemold_tshield_hlaaluguard,Hlaalu Guard Shield,A tall bonemold tower shield painted in Hlaalu colors with a prominent central ridge and rounded top.
Morrowind.esm,iron wakizashi,Iron Wakizashi,"A short, curved single-edged blade of dark iron is mounted in a plain hilt with a small crossguard."
Morrowind.esm,steel crossbow,Steel Crossbow,A heavy steel crossbow with a thick rectangular prod and a reinforced tiller built for powerful draw.
Morrowind.esm,key_vivec_secret,Secret Palace Entrance Key,"A ornate brass key shaped with a temple motif, suitable for unlocking a hidden palace entrance."
Morrowind.esm,ebony_bow_auriel,Auriel's Bow,An ebony longbow with gracefully curved limbs and a polished black stave tapering to slender tips.
Morrowind.esm,foe-quern,Foe-Quern,A simple circular band of dark metal bears faintly incised grooves along its worn outer face.
Morrowind.esm,p_fortify_agility_c,Cheap Fortify Agility,"A thin, cheap glass vial holds a pale green liquid sealed with a rough cork stopper."
Morrowind.esm,fur_greaves,Nordic Fur Greaves,"Rigid leather greaves lined with thick, pale fur provide protection from bitter northern cold."
Morrowind.esm,common_amulet_03,Common Amulet,A small octagonal pendant of green-tinged bronze dangles from a slender linked chain.
Morrowind.esm,misc_flask_03,Flask,"A round-bodied glass flask with a narrow cylindrical neck and a flared lip, showing faint translucence."
Morrowind.esm,bk_a1_4_sharnsnotes,Nerevarine cult notes,A curled parchment scroll bearing handwritten notes concerning the Nerevarine cult in dark ink.
Tribunal.esm,adamantium_bracer_right,Adamantium Right Bracer,"A silvery adamantium right bracer shaped to guard the forearm with a smooth, slightly curved surface and polished sheen."
Bloodmoon.esm,BM_Wool02_gloveL,Left Glove,A left-hand wool glove woven in a common style with a gray-green hue and a close fit.
Morrowind.esm,probe_secretmaster,Secret Master's Probe,"A slender, dark metallic probe with a finely hooked tip and intricate mechanical grooves along its shaft."
Tribunal.esm,adamantium boots,Adamantium Boots,Shiny silvery boots shaped from adamantium plates with articulated joints and polished metal surfaces.
Morrowind.esm,bookskill_marksman5,"The Black Arrow, Volume II",A black-bound octavo book with a worn leather cover bearing the title in faded gilt lettering.
Morrowind.esm,dwarven battle axe,Dwarven Battle Axe,"A heavy two-handed axe forged from brass-colored Dwemer metal, featuring a broad curved blade mounted on a thick haft."
Morrowind.esm,light_de_candle_15,Brass Candlestick,A slender brass candlestick with a wide circular base and a central socket to hold a candle.
Morrowind.esm,erur_dan_spear_unique,Erud-Dan's Spear,"A two-handed chitin spear featuring a long wooden haft fitted with a jagged, resin-bound chitin blade."
Morrowind.esm,expensive_skirt_01,Expensive Skirt,"A finely tailored, expensive skirt made from smooth, richly colored fabric with a subtle sheen and careful stitching."
Morrowind.esm,steel spear of impaling thrust,Steel Spear of Impaling Thrust,"A long two-handed spear forged from dark steel, fitted with a broad leaf-shaped blade and a sturdy wooden shaft."
Morrowind.esm,key_Suran_slave,Holding Cell Key,A slender iron key with a simple rectangular bow and notched blade for a standard lock.
Morrowind.esm,expensive_belt_01,Expensive Belt,A wide leather belt fastened by an ornate metal buckle with subtle engraved detailing.
Morrowind.esm,BookSkill_Blunt Weapon5,"36 Lessons of Vivec, Sermon 9","A thick octavo bound in worn leather, featuring faded gilt lettering across the spine and covers."
Morrowind.esm,key_gshipwreck,A Simple Key,"A simple, unadorned metal key with a plain bow and a standard single-grooved bit."
Morrowind.esm,demon katana,Demon Katana,A curved one-handed long blade with a dark iron tang and a polished steel edge mounted in a wrapped hilt.
Morrowind.esm,bk_galtisguvronsnote,Galtis Guvron's Note,"A creased parchment scroll bearing handwritten text, tightly rolled with slightly darkened and curled edges."
Morrowind.esm,common_shirt_01,Common Shirt,"A simple, loosely woven linen shirt with a plain collar and long sleeves, dyed a muted earth tone."
Morrowind.esm,iron_greaves,Iron Greaves,Heavy iron plates shaped to sheath the lower legs are riveted to thick leather backing straps.
Morrowind.esm,grey shaft of holding,Grey Shaft of Holding,A steel arrow with a grey-painted shaft and a narrow metal head fletched for straight flight.
Morrowind.esm,bookskill_mercantile5,"A Dance in Fire, Chapter 7","A thin octavo volume bound in worn leather covers, with faded gilt lettering along the rounded spine."
Morrowind.esm,note to hrisskar,Note to Hrisskar,"A creased paper scroll bearing handwritten text intended for Hrisskar, with curled edges and a worn surface."
Morrowind.esm,steel shardslayer,Steel Shardslayer,A hefty two-handed steel claymore forged with a broad blade and a sturdy crossguard for powerful sweeping slashes.
Morrowind.esm,bk_realbarenziah4,The Real Barenziah v IV,"A quarto-sized book bound in worn leather covers, its thick pages filled with dense handwritten script."
Bloodmoon.esm,silver axe of paralysis,Silver Axe of Paralysis,A polished silver one-handed axe featuring a curved blade mounted on a short wooden haft with metal reinforcement.
Morrowind.esm,BookSkill_Blunt Weapon4,"36 Lessons of Vivec, Sermon 3","A thick octavo volume bound in worn leather covers, its spine bearing faded gilt numerals marking the third sermon."
Tribunal.esm,centurion_projectile_dart,Dwarven Dart,A compact metallic dart fashioned from dwarven brass with a spiraling shank and a small perforated sphere for a head.
Morrowind.esm,slippers_of_doom,Slippers of Doom,These soft common slippers feature a low-cut shape and plain stitching along the rounded toe.
Bloodmoon.esm,ingred_ash_yam_01,Ash Yam,"A rough, tuberous root with dark, ash-gray skin and dense, pale flesh beneath a gnarled, uneven surface."
Morrowind.esm,light_de_candle_blue_01_Off,Bamboo Candlestick,"A segmented bamboo candlestick holds a stubby blue candle, the pale wax pooling slightly around its fitted wick."
Morrowind.esm,bk_pillowinvoice,Invoice,A curled parchment scroll bears hand-lettered commercial merchandise documentation in faded ink across its stained surface.
Morrowind.esm,iron viperaxe,Iron Viperaxe,A forged iron one-handed axe head features a curved viper-fang blade mounted on a plain wooden haft.
Morrowind.esm,templar bracer right,Imperial Templar Right Bracer,"A silvery steel right bracer shaped to guard the forearm, fitted with leather straps and bearing Imperial heraldry."
Morrowind.esm,bk_varietiesoffaithintheempire,Varieties of Faith...,"A thick octavo volume bound in worn leather covers, its spine bearing faded gilt lettering across the aged text block."
Morrowind.esm,bk_redbook426,Red Book of 3E 426,A red-bound octavo book bearing the year 3E 426 printed on its worn leather cover.
Morrowind.esm,bookskill_long blade5,"36 Lessons of Vivec, Sermon 23","A thick octavo volume bound in dark leather, featuring a rectangular spine and worn covers with faintly impressed corner ornaments."
Bloodmoon.esm,apparatus_j_mortar_01,Journeyman's Mortar and Pestle,"A sturdy ceramic bowl paired with a smooth grinding rod, both showing moderate wear from alchemical preparation."
Morrowind.esm,key_arrile,Standard Key,"A small, plain metal key with a simple rectangular bow, a short shaft, and a basic single-toothed bit."
Tribunal.esm,imperial shortsword,Imperial Shortsword,A straight steel shortsword with a narrow double-edged blade and a simple crossguard mounted on a leather-wrapped grip.
Morrowind.esm,bk_TalMarogKersResearches,Tal Marog Ker's Researches,"A thick folio bound in worn leather covers, its pages filled with dense handwritten script."
Morrowind.esm,chitin pauldron - left,Chitin Left Pauldron,"A segmented left shoulder guard formed from lacquered insect shell, fitted with leather straps and reinforced by dark chitin ridges."
Morrowind.esm,ingred_willow_anther_01,Willow Anther,"A small, pale yellow flower anther from a willow plant, featuring slender filaments and a fine, dusty coating of pollen."
